initiative_id,act_id,phase,notes
263606,30090,Votação na generalidade,
263606,,Votação final global,
314802,,Votação Deliberação,
263610,,Votação na generalidade,
263610,30121,Votação final global,
314858,,Votação na generalidade,
314860,,Votação na generalidade,
314852,,Votação na generalidade,
314903,,Votação Deliberação,
314832,,Votação na generalidade,
314910,,Votação Deliberação,
314954,,Votação Deliberação,
314932,,Votação Deliberação,
314970,,Votação na generalidade,
314943,,Votação na generalidade,
263488,,Votação na generalidade,
263624,,Requerimento Baixa Comissão sem Votação (Generalidade),
263624,,Votação na generalidade,
263749,,Votação na generalidade,
263749,,Votação final global,
263525,,Votação na generalidade,
263605,,Requerimento Baixa Comissão sem Votação (Generalidade),
263520,,Votação na generalidade,
263521,,Votação na generalidade,
263524,,Votação na generalidade,
263679,,Votação na generalidade,
263532,,Votação na generalidade,
263854,,Requerimento Baixa Comissão sem Votação (Generalidade),"Requerimento, apresentado pela PSD solicitando a baixa à Comissão de Poder Local e Coesão Territorial, sem votação, por 30 dias, do Projeto de Lei n.º 189/XVI/1.ª (PSD)"
263854,,Votação na generalidade,
263854,,Votação na generalidade,
263854,,Votação na especialidade,
263854,,Votação final global,
263607,30091,Votação na generalidade,
315018,,Votação Deliberação,
263549,,Votação na generalidade,
263558,,Votação na generalidade,
263569,30113,Votação na generalidade,
263568,,Votação na generalidade,
263643,,Requerimento de adiamento de Votação (Generalidade),
263643,,Votação na generalidade,
263577,,Votação na generalidade,
263579,30115,Votação na generalidade,
263638,,Votação na generalidade,
263626,,Votação na generalidade,
263627,30026,Votação na generalidade,
263663,,Votação na generalidade,
263704,,Votação na generalidade,
273954,,Requerimento Baixa Comissão sem Votação (Generalidade),
263735,,Votação na generalidade,
263737,,Votação na generalidade,
263747,,Votação na generalidade,
263748,,Votação na generalidade,
263812,,Votação na generalidade,
263814,,Votação na generalidade,
263801,,Votação na generalidade,
294117,,Votação na generalidade,
294117,,Votação na especialidade,
294117,,Votação final global,
263813,,Votação na generalidade,
273921,,Votação na generalidade,
304153,,Votação na generalidade,
304153,,Votação final global,Texto final apresentado pela Comissão de Poder Local e Coesão Territorial  relativo ao Projeto de Lei n.º 300/XVI/1.ª (PCP)
263830,,Votação na generalidade,
263870,30125,Votação na generalidade,
263871,30126,Votação na generalidade,
304227,,Votação na generalidade,
304227,,Votação na especialidade,
304227,,Votação final global,
284062,,Votação na generalidade,
284062,,Requerimento avocação plenário,
294128,,Votação na generalidade,
294128,,Votação final global,
294128,,Requerimento dispensa redação final,
284009,,Votação na generalidade,
284047,40362,Votação na generalidade,
284057,40364,Votação na generalidade,
284068,40365,Votação na generalidade,
284081,,Votação na generalidade,
284093,,Votação na generalidade,
284094,40351,Votação na generalidade,
304180,,Votação na generalidade,
294133,,Votação na generalidade,
294121,,Votação na generalidade,
294122,,Votação na generalidade,
294138,,Votação na generalidade,
304148,,Votação na generalidade,
304286,,Votação na generalidade,
314495,,Votação na generalidade,
314495,,Votação final global,
314495,,Requerimento dispensa redação final,
294148,,Votação na generalidade,
304205,,Votação na generalidade,
304144,,Votação na generalidade,
304234,,Votação na generalidade,
314401,,Requerimento Baixa Comissão sem Votação (Generalidade),
304247,,Votação na generalidade,
314631,,Votação na generalidade,
304253,,Votação na generalidade,
304339,,Votação na generalidade,
304343,,Votação na generalidade,
314593,,Votação na generalidade,
314500,,Votação na generalidade,
314448,,Requerimento Baixa Comissão sem Votação (Generalidade),"Requerimento, apresentado pelo BE, solicitando a baixa à Comissão de Comissão de Trabalho, Segurança Social e Inclusão, sem votação, por 60 dias, do Projeto de Lei n.º 399/XVI/1.ª (BE)"
314448,,Votação na generalidade,
304384,,Votação na generalidade,
314558,,Votação na generalidade,
314417,,Votação na generalidade,
314480,,Votação na generalidade,
314758,,Votação na generalidade,
314755,,Votação na generalidade,
314755,,Votação final global,
314755,,Requerimento dispensa redação final,"Requerimento oral, apresentado pelo PAN, solicitando a dispensa de redação final e do prazo para apresentação de reclamações contra inexatidões relativamente ao Texto Final relativo ao Projeto de Lei n.º 521/XVI/1.ª (PAN)"
314472,,Votação na generalidade,
314579,,Requerimento Baixa Comissão sem Votação (Generalidade),"Requerimento, apresentado pela IL, solicitando a baixa à Comissão de Economia, Obras Públicas e Habitação, sem votação, por 60 dias, do Projeto de Lei n.º 448/XVI/1.ª (IL)"
314759,,Votação na generalidade,
314588,,Requerimento Baixa Comissão sem Votação (Generalidade),
314725,,Votação na generalidade,
314509,,Votação na generalidade,
314610,,Requerimento Baixa Comissão sem Votação (Generalidade),"Requerimento, apresentado pelo PSD, solicitando a baixa à Comissão de Economia, Obras Públicas e Habitação, sem votação, por 60 dias, do Projeto de Lei n.º 467/XVI/1.ª (PSD)"
314529,,Votação na generalidade,
314530,,Votação na generalidade,
314532,,Votação na generalidade,
314550,,Votação na generalidade,
314787,,Votação na generalidade,
314787,,Votação final global,
314652,,Votação na generalidade,
314778,,Votação na generalidade,
314690,,Requerimento Baixa Comissão sem Votação (Generalidade),"Requerimento, apresentado pela IL, solicitando a baixa à Comissão de Assuntos Constitucionais, Direitos, Liberdade e Garantias, sem votação, por 60 dias."
304155,,Votação Deliberação,Proposta de aditamento apresentada pelo PCP ao Inquérito Parlamentar n.º 8/XVI/1.ª (IL)
304155,,Votação Deliberação,
314891,,Votação na generalidade,
314879,,Votação na generalidade,
314864,,Votação na generalidade,
273961,,Votação Deliberação,
284085,,Votação Deliberação,
273968,,Votação na generalidade,
273968,,Votação final global,
263810,,Votação na generalidade,
263810,,Votação na especialidade,
263810,,Votação final global,
263810,,Requerimento dispensa do prazo previsto Artº 157 RAR,
304299,,Votação na generalidade,
304299,,Votação na especialidade,
304299,,Votação final global,
304299,,Requerimento dispensa do prazo previsto Artº 157 RAR,
314571,,Votação na generalidade,
304223,,Votação na generalidade,
263503,30100,Votação na generalidade,
263503,,Votação final global,
263560,,Votação na generalidade,
263560,,Votação final global,
284012,,Votação na generalidade,
273925,,Votação na generalidade,
263646,,Votação Deliberação,
263482,,Votação Deliberação,
263539,,Votação Deliberação,
263544,,Votação Deliberação,
263497,,Votação na generalidade,
263718,,Votação na generalidade,
263718,,Votação final global,
263791,30134,Votação na generalidade,
263791,,Votação final global,
263852,,Votação na generalidade,
263852,,Votação final global,Texto final apresentado pela Comissão de Agricultura e Pescas relativo ao Projeto de Resolução n.º 160/XVI/1.ª (PSD)
263784,,Votação na generalidade,
263784,40374,Votação final global,
263834,,Votação na generalidade,
263834,,Votação final global,Texto Final apresentado pela Comissão de Educação e Ciência relativo aos Projetos de Resolução n.º 151/XVI/1.ª (PS) e n.º 371/XVI/1.ª (L)
263867,,Votação na generalidade,
284029,,Votação na generalidade,
284029,,Votação final global,"Texto Final apresentado pela Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias"
263843,,Votação na generalidade,
273908,,Votação Deliberação,
263863,,Votação na generalidade,
263891,,Votação Deliberação,
263877,,Votação na generalidade,
283980,,Votação Deliberação,
263878,,Votação na generalidade,
273892,,Votação na generalidade,
263883,,Votação na generalidade,
283997,,Votação Deliberação,
273976,,Requerimento de adiamento de Votação,
273976,,Votação Deliberação,
263888,,Votação na generalidade,
273951,,Votação na generalidade,
284065,40903,Votação na generalidade,
284065,,Votação final global,
273934,,Votação Deliberação,
273935,,Votação Deliberação,
294107,40907,Votação na generalidade,
294107,,Votação final global,
284079,40892,Votação na generalidade,
284079,,Votação final global,
284075,,Votação na generalidade,
284075,,Votação final global,
273962,,Votação na generalidade,
283992,,Votação Deliberação,
294111,,Votação na generalidade,
284076,,Votação na generalidade,
304189,,Votação na generalidade,
304189,,Votação final global,Texto final apresentado pela Comissão de Agricultura e Pescas relativo ao Projeto de Resolução n.º 363/XVI/1.ª (PCP)
304145,,Votação na generalidade,
304195,,Votação na generalidade,
304195,,Votação final global,Texto final apresentado pela Comissão de Agricultura e Pescas relativo ao Projeto de Resolução n.º 366/XVI/1.ª (CDS-PP)
304171,,Votação na generalidade,
304171,,Votação final global,"Texto Final apresentado pela Comissão de Trabalho, Segurança Social e Inclusão "
284059,40369,Votação na generalidade,
304229,,Votação na generalidade,
304229,,Votação final global,"Texto Final apresentado pela Comissão de Trabalho, Segurança Social e Inclusão relativo aos Projetos de Resolução n.ºs 383/XVI/1.ª (BE) e 423/XVI/1.ª (PS) "
304230,40433,Votação na generalidade,
304230,40886,Votação final global,
304200,,Votação na generalidade,
304200,,Votação final global,"Texto final apresentado pela Comissão de Saúde relativo aos Projetos de Resolução n.º 298/XVI/1.ª (CDS-PP), n.º 350/XVI/1.ª (PAN), n.º 361/XVI/1.ª (PCP), n.º 368/XVI/1.ª (L) e n.º 377/XVI/1.ª (BE) "
304268,,Votação na generalidade,
304268,,Votação final global,"Texto Final apresentado pela Comissão de Cultura, Comunicação, Juventude e Desporto relativo aos Projetos de Resolução n.ºs 400/XVI/1.ª (PCP) e 418/XVI/1.ª (PS)"
304281,,Votação na generalidade,
304281,,Votação final global,
304216,,Votação Deliberação,
304152,,Votação Deliberação,
304151,,Votação Deliberação,
304311,,Votação na generalidade,
304311,,Votação final global,
304317,,Votação na generalidade,
304317,,Votação final global,Texto Final apresentado pela Comissão de Negócios Estrangeiros e Comunidades Portuguesas
304272,,Votação na generalidade,
304168,,Votação na generalidade,
304169,,Votação na generalidade,
304259,,Votação Deliberação,
314399,,Requerimento de adiamento de Votação,
314399,,Votação final global,"Texto final apresentado pela Comissão de Saúde relativo aos Projetos de Resolução n.º 477/XVI/1.ª (CH), n.º 478/XVI/1.ª (CH), n.º 490/XVI/1.ª (PS) e n.º 492/XVI/1.ª (IL) "
314400,,Requerimento de adiamento de Votação,
314400,,Votação final global,"Texto final apresentado pela Comissão de Saúde relativo aos Projetos de Resolução n.º 477/XVI/1.ª (CH), n.º 478/XVI/1.ª (CH), n.º 490/XVI/1.ª (PS) e n.º 492/XVI/1.ª (IL) "
304182,40908,Votação na generalidade,
304184,,Votação na generalidade,
304355,,Votação na generalidade,
304355,,Votação final global,"Texto final apresentado pela Comissão de Saúde relativo aos Projetos de Resolução n.º 242/XVI/1.ª (CH), n.º 446/XVI/1.ª (PS), n.º 454/XVI/1.ª (PAN), n.º 457/XVI/1.ª (PCP) e n.º 460/XVI/1.ª (L)"
304264,,Votação na generalidade,
304304,,Votação Deliberação,
304306,,Votação na generalidade,
304330,,Votação na generalidade,
304336,,Votação na generalidade,
314474,,Votação na generalidade,
314474,,Votação final global,Texto Final apresentado pela Comissão de Negócios Estrangeiros e Comunidades Portuguesas
304348,,Votação na generalidade,
304368,,Votação na generalidade,
304362,,Votação Deliberação,
304326,,Votação Deliberação,
304341,,Votação na generalidade,
314416,,Votação Deliberação,
314430,,Votação Deliberação,
314412,,Votação na generalidade,
314464,,Votação na generalidade,
314605,,Votação na generalidade,
314605,,Votação final global,
314538,,Votação Deliberação,
314452,,Votação Deliberação,
314520,,Votação Deliberação,
314501,,Votação na generalidade,
314563,,Votação Deliberação,
314488,,Votação Deliberação,
314506,,Votação na generalidade,
314473,,Votação na generalidade,
314651,,Votação na generalidade,
314651,,Votação final global,"Texto Final apresentado pela Comissão de Orçamento, Finanças e Administração Pública"
314594,,Votação na generalidade,
314580,,Votação na generalidade,
314524,,Votação na generalidade,
314534,,Votação na generalidade,
314566,,Votação Deliberação,
314664,,Votação na generalidade,
314665,,Votação na generalidade,
314666,,Votação na generalidade,
314668,,Votação na generalidade,
314644,,Requerimento Baixa Comissão sem Votação (Generalidade),"Requerimento, apresentado pelo CDS-PP, solicitando a baixa à Comissão de Assuntos Constitucionais, Direitos, Liberdade e Garantias, sem votação, por 30 dias"
314623,,Votação na generalidade,
314625,,Votação na generalidade,
314624,,Requerimento Baixa Comissão sem Votação (Generalidade),"Requerimento, apresentado pelo PAN, solicitando a baixa à Comissão de Assuntos Constitucionais, Direitos, Liberdade e Garantias, sem votação, por 90 dias"
314636,,Votação na generalidade,
314639,,Requerimento Baixa Comissão sem Votação (Generalidade),"Requerimento, apresentado pelo L, solicitando a baixa à Comissão de Assuntos Constitucionais, Direitos, Liberdade e Garantias, sem votação, por 30 dias"
314581,,Votação na generalidade,
314584,,Votação na generalidade,
314614,,Votação Deliberação,
314678,,Votação Deliberação,
314650,,Votação na generalidade,
314693,,Votação na generalidade,
314694,,Requerimento Baixa Comissão sem Votação (Generalidade),"Requerimento, apresentado pela IL, solicitando a baixa à Comissão de Assuntos Constitucionais, Direitos, Liberdade e Garantias, sem votação, por 60 dias."
314729,,Votação na generalidade,
314737,,Votação na generalidade,
314737,,Votação final global,
314764,,Votação na generalidade,
263613,30025,Votação na generalidade,
263613,,Votação final global,
314780,,Votação na generalidade,
314781,,Votação na generalidade,
314784,,Votação na generalidade,
314839,,Votação Deliberação,
314880,,Votação na generalidade,
314868,,Votação Deliberação,
314926,,Votação na generalidade,
314904,,Votação Deliberação,
314905,,Votação Deliberação,
263584,30117,Votação na generalidade,
263584,,Votação final global,"Texto Final relativo ao Projeto de Lei n.º 60/XVI/1.ª (L), apresentado pela Comissão de Saúde"
314878,,Votação Deliberação,
314945,,Votação na generalidade,
263487,,Votação na generalidade,
263729,,Votação na generalidade,
263729,,Votação final global,
263489,,Votação na generalidade,
263490,,Votação na generalidade,
263538,,Requerimento Baixa Comissão sem Votação (Generalidade),"Requerimento, apresentado pela IL, solicitando a baixa à Comissão de Orçamento, Finanças e Administração Pública, sem votação, por 60 dias, do Projeto de Lei n.º 39/XVI/1.ª (IL)"
263750,,Votação na generalidade,
263750,,Votação final global,
263519,,Votação na generalidade,
263604,,Requerimento Baixa Comissão sem Votação (Generalidade),
315003,,Votação Deliberação,
263609,30093,Votação na generalidade,
263694,,Votação na generalidade,
263694,,Votação final global,
263694,,Requerimento dispensa redação final,
263771,,Votação na generalidade,
263771,,Requerimento avocação plenário,
263771,,Votação final global,
263771,,Requerimento dispensa redação final,
263637,,Votação na generalidade,
263722,,Requerimento Baixa Comissão sem Votação (Generalidade),
263722,,Votação na generalidade,
263770,30112,Votação na generalidade,
263770,,Votação na especialidade,
263770,,Votação final global,
263770,,Requerimento dispensa do prazo previsto Artº 157 RAR,
263836,,Votação na generalidade,
263836,,Requerimento avocação plenário,
263836,,Votação final global,
263633,30027,Votação na generalidade,
263739,,Requerimento de adiamento de Votação (Generalidade),
263739,,Votação na generalidade,
263743,,Requerimento Baixa Comissão sem Votação (Generalidade),
263743,,Votação na generalidade,
263656,,Votação na generalidade,
263666,,Votação na generalidade,
263846,,Votação na generalidade,
263660,,Votação na generalidade,
284051,,Votação na generalidade,
284051,,Votação final global,
263804,,Votação na generalidade,
263753,,Votação na generalidade,
263758,,Votação na generalidade,
263756,,Votação na generalidade,
263861,,Requerimento Baixa Comissão sem Votação (Generalidade),
263861,,Votação na generalidade,
304322,,Votação na generalidade,
304322,,Votação final global,
284063,,Votação na generalidade,
284063,,Votação final global,
284063,,Requerimento dispensa redação final,
273916,40911,Votação na generalidade,
273953,,Requerimento Baixa Comissão sem Votação (Generalidade),
273927,,Votação na generalidade,
304320,,Votação na generalidade,
304320,,Votação final global,
294139,,Votação na generalidade,
294139,,Votação final global,"Texto Final relativo ao Projeto de Lei n.º 287/XVI/1.ª (L), apresentado pela Comissão de Saúde "
304228,,Votação na generalidade,
304228,,Votação na especialidade,
304228,,Votação final global,
304252,,Votação na generalidade,
304252,,Votação final global,Texto Final apresentado pela Comissão de Educação e Ciência
294114,,Requerimento Baixa Comissão sem Votação (Generalidade),
284056,,Votação na generalidade,
284043,,Votação na generalidade,
284046,,Votação na generalidade,
284038,,Votação na generalidade,
284067,,Votação na generalidade,
304199,40916,Votação na generalidade,
304199,,Votação final global,"Texto Final apresentado pela Comissão de Trabalho, Segurança Social e Inclusão relativo aos Projetos de Lei n.º 305/XVI/1.ª (PAN) e n.º 316/XVI/1.ª (L) "
304157,,Requerimento Baixa Comissão sem Votação (Generalidade),
304157,,Votação na generalidade,
294137,,Votação na generalidade,
294126,,Votação na generalidade,
294129,,Votação na generalidade,
304163,,Requerimento Baixa Comissão sem Votação (Generalidade),
304142,,Votação na generalidade,
314402,41005,Votação na generalidade,
304241,,Votação na generalidade,
304190,,Votação na generalidade,
304197,40914,Votação na generalidade,
314596,,Votação na generalidade,
314596,,Votação final global,
314596,,Requerimento dispensa redação final,
304198,,Votação na generalidade,
314449,,Requerimento Baixa Comissão sem Votação (Generalidade),"Requerimento, apresentado pelo BE, solicitando a baixa à Comissão de Comissão de Trabalho, Segurança Social e Inclusão, sem votação, por 60 dias, do Projeto de Lei n.º 400/XVI/1.ª (BE)"
314449,,Votação na generalidade,
304226,,Votação na generalidade,
304358,,Votação na generalidade,
314411,,Requerimento Baixa Comissão sem Votação (Generalidade),
314411,,Votação na generalidade,
304392,,Requerimento Baixa Comissão sem Votação (Generalidade),
304392,,Requerimento Baixa Comissão sem Votação (Generalidade),
314632,,Votação na generalidade,
304251,,Votação na generalidade,
304334,,Votação na generalidade,
304351,,Votação na generalidade,
314469,,Votação na generalidade,
314760,,Votação na generalidade,
314420,,Votação na generalidade,
314420,,Requerimento avocação plenário,
304382,,Votação na generalidade,
314423,,Votação na generalidade,
304383,,Votação na generalidade,
314413,,Votação na generalidade,
314453,,Votação na generalidade,
314476,,Votação na generalidade,
314424,,Requerimento Baixa Comissão sem Votação (Generalidade),
314393,,Votação na generalidade,
314467,,Votação na generalidade,
314723,,Votação na generalidade,
314421,,Votação na generalidade,
314718,,Votação na generalidade,
314477,,Votação na generalidade,
304327,,Votação Deliberação,
284025,,Votação Deliberação,
284014,,Votação na generalidade,
284014,,Votação na especialidade,
284014,,Votação final global,
314677,,Votação na generalidade,
314677,,Votação na especialidade,
314677,,Votação final global,
314677,,Requerimento dispensa do prazo previsto Artº 157 RAR,
314405,,Votação global,
284013,,Votação na generalidade,
263585,30119,Votação na generalidade,
263662,,Votação na generalidade,
263641,,Votação na generalidade,
263651,,Votação na generalidade,
263599,,Votação na generalidade,
263869,30129,Votação na generalidade,
263869,,Votação final global,"Texto Final apresentado pela Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias relativo ao Projeto de Resolução n.º 173/XVI/1.ª (CH)"
263603,,Votação na generalidade,
263600,,Votação na generalidade,
263628,,Votação na generalidade,
263673,40367,Votação na generalidade,
263644,,Votação Deliberação,
263631,,Votação na generalidade,
263839,,Votação na generalidade,
263839,,Votação final global,
263693,,Votação na generalidade,
263862,,Votação na generalidade,
263862,,Votação final global,
263688,,Votação Deliberação,
263695,,Votação Deliberação,
263720,,Votação na generalidade,
263727,,Votação Deliberação,
263738,,Votação Deliberação,
273920,,Votação na generalidade,
273920,,Votação final global,
273896,,Votação Deliberação,
263745,,Votação na generalidade,
263802,,Votação na generalidade,
273963,,Votação na generalidade,
273963,,Votação final global,Texto final apresentado pela Comissão de Poder Local e Coesão Territorial  relativo ao Projeto de Resolução n.º 232/XVI/1.ª (L)
283982,,Votação na generalidade,
283982,,Votação final global,"Texto final apresentado pela Comissão de Saúde relativo aos Projetos de Resolução n.º 242/XVI/1.ª (CH), n.º 446/XVI/1.ª (PS), n.º 454/XVI/1.ª (PAN), n.º 457/XVI/1.ª (PCP) e n.º 460/XVI/1.ª (L)"
283985,40906,Votação na generalidade,
283985,,Votação final global,
263831,,Votação na generalidade,
263793,,Votação na generalidade,
263795,,Votação na generalidade,
263841,,Votação na generalidade,
273907,,Votação Deliberação,
273906,,Votação Deliberação,
273936,,Votação Deliberação,
284037,,Votação na generalidade,
284037,,Votação final global,
284001,40889,Votação na generalidade,
284001,,Votação final global,
263881,,Votação na generalidade,
284040,40890,Votação na generalidade,
284040,,Votação final global,
284010,,Votação Deliberação,
304165,,Votação na generalidade,
304165,,Votação final global,
304170,,Votação na generalidade,
304170,,Votação final global,"Texto Final relativo aos Projetos de Resolução n.º 347/XVI/1.ª (PAN) e n.º 488/XVI/1.ª (PSD), apresentado pela Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias"
304172,,Votação na generalidade,
304172,,Votação final global,Texto final apresentado pela Comissão de Agricultura e Pescas relativo ao Projeto de Resolução n.º 349/XVI/1.ª (PAN)
304187,,Votação na generalidade,
304187,,Votação final global,"Texto final apresentado pela Comissão de Saúde relativo aos Projetos de Resolução n.º 298/XVI/1.ª (CDS-PP), n.º 350/XVI/1.ª (PAN), n.º 361/XVI/1.ª (PCP), n.º 368/XVI/1.ª (L) e n.º 377/XVI/1.ª (BE) "
294110,,Votação na generalidade,
284039,40901,Votação na generalidade,
304185,40909,Votação na generalidade,
304185,,Votação final global,
294119,,Votação na generalidade,
294119,,Votação final global,
304188,,Votação na generalidade,
304188,,Votação final global,
304194,,Votação na generalidade,
304194,,Votação final global,"Texto Final apresentado pela Comissão de Educação e Ciência relativo aos Projetos de Resolução n.º 152/XVI/1.ª (PS), n.º 365/XVI/1.ª (PCP), n.º 371/XVI/1.ª (L) e n.º 375/XVI/1.ª (BE)"
284054,40354,Votação na generalidade,
294102,,Votação na generalidade,
304196,,Votação na generalidade,
304196,,Votação final global,Texto final apresentado pela Comissão de Educação e Ciência relativo ao Projeto de Resolução n.º 367/XVI/1.ª (CDS-PP)
304201,40910,Votação na generalidade,
304201,,Votação final global,
294103,,Votação na generalidade,
284064,40355,Votação na generalidade,
314429,,Votação Deliberação,
314518,,Votação na generalidade,
314518,,Votação final global,
314414,,Votação na generalidade,
304378,,Votação na generalidade,
314535,,Votação na generalidade,
314535,,Votação final global,
314536,,Votação na generalidade,
314536,,Votação final global,
314406,,Votação Deliberação,
314463,,Votação na generalidade,
314410,,Votação Deliberação,
304389,,Votação na generalidade,
314553,,Votação na generalidade,
314553,,Votação final global,
314843,,Votação na generalidade,
314779,,Votação na generalidade,
314738,,Votação na generalidade,
314786,,Votação na generalidade,
314741,,Votação na generalidade,
314846,,Votação Deliberação,
314751,,Votação na generalidade,
263689,,Votação na generalidade,
263781,,Requerimento de adiamento de Votação (Generalidade),
263781,,Votação na generalidade,
273966,,Votação na generalidade,
273966,,Votação final global,
273966,,Requerimento dispensa redação final,
263782,,Requerimento Baixa Comissão sem Votação (Generalidade),
263822,,Votação na generalidade,
263542,,Votação Deliberação,
263800,,Votação na generalidade,
263800,,Votação na especialidade,
263800,,Votação final global,
263800,,Requerimento dispensa do prazo previsto Artº 157 RAR,
304237,,Votação na generalidade,
263586,,Votação na generalidade,
263586,,Votação final global,
263589,,Votação Deliberação,
263655,,Votação na generalidade,
263655,,Votação final global,
263564,,Votação Deliberação,
263668,,Votação na generalidade,
263668,,Votação final global,
263590,,Votação Deliberação,
263484,,Votação na generalidade,
263502,30111,Votação Deliberação,
263671,,Votação na generalidade,
263671,,Votação final global,
263514,,Votação na generalidade,
263517,,Votação na generalidade,
263636,,Votação Deliberação,
263501,30110,Votação Deliberação,
263764,,Votação na generalidade,
263764,,Votação final global,
263776,30132,Votação na generalidade,
263776,,Votação final global,
263561,,Votação Deliberação,
263716,,Votação na generalidade,
263716,,Votação final global,
263541,,Votação Deliberação,
263696,,Votação Deliberação,
263719,,Votação na generalidade,
263719,,Votação final global,
263785,,Votação na generalidade,
263785,,Votação final global,
263741,,Votação na generalidade,
263741,,Votação final global,
263640,,Votação na generalidade,
263757,,Votação na generalidade,
263757,,Votação final global,
263783,,Votação na generalidade,
263783,,Votação final global,
263620,,Votação Deliberação,
263571,30118,Votação na generalidade,
314883,,Votação na generalidade,
314491,,Votação Deliberação,
314507,,Votação na generalidade,
314504,,Votação na generalidade,
314647,,Votação na generalidade,
314642,,Votação na generalidade,
314516,,Votação na generalidade,
314533,,Votação na generalidade,
314542,,Votação na generalidade,
314458,,Requerimento avocação plenário,"Requerimento apresentado pelo BE, de avocação pelo Plenário da votação na especialidade das propostas de alteração aos n.ºs 2 e 3 do artigo 72.º-B do Texto Final apresentado pela Comissão de Economia, Obras Públicas e Habitação relativo à Apreciação Parlamentar n.º 6/XVI/1.ª (BE, PCP, L e PAN)"
314458,,Votação na especialidade,
314458,,Votação final global,"Texto Final apresentado pela Comissão de Economia, Obras Públicas e Habitação relativo à Apreciação Parlamentar n.º 6/XVI/1.ª (BE, PCP, L e PAN) -"
314557,,Votação na generalidade,
263732,,Votação Deliberação,
314726,,Votação na generalidade,
314689,,Requerimento Baixa Comissão sem Votação (Generalidade),"Requerimento, apresentado pela IL, solicitando a baixa à Comissão de Assuntos Constitucionais, Direitos, Liberdade e Garantias, sem votação, por 60 dias"
314591,,Votação na generalidade,
314629,,Votação na generalidade,
314885,,Votação na generalidade,
314727,,Votação na generalidade,
314744,,Votação na generalidade,
314732,,Votação na generalidade,
314788,,Votação na generalidade,
314691,,Requerimento Baixa Comissão sem Votação (Generalidade),"Requerimento, apresentado pela IL, solicitando a baixa à Comissão de Assuntos Constitucionais, Direitos, Liberdade e Garantias, sem votação, por 60 dias."
314761,,Requerimento Baixa Comissão sem Votação (Generalidade),"Requerimento, apresentado pelo PAN, solicitando a baixa à Comissão de Comissão de Trabalho, Segurança Social e Inclusão, sem votação, por 60 dias, do Projeto de Lei n.º 527/XVI/1.ª (PAN)"
314761,,Votação na generalidade,
314746,,Votação na generalidade,
315020,,Votação na generalidade,
315020,,Votação na especialidade,
315020,,Votação final global,
263619,,Votação Deliberação,
314754,,Votação na generalidade,
314762,,Votação na generalidade,
263765,,Votação Deliberação,
314866,,Votação na generalidade,
263563,,Votação Deliberação,
263597,,Votação Deliberação,
263829,,Votação Deliberação,
314850,,Votação Deliberação,
314753,,Votação na generalidade,
263821,,Votação Deliberação,
263547,,Votação Deliberação,
263522,,Votação Deliberação,
273956,30104,Votação Deliberação,
